SubjectCode,Subject,Series,Component,MaxRawMark,A*,A,B,C,D,E
9990,Psychology,november-2024,60,75,,54,45,36,27.0,18.0
9699,Sociology,november-2024,11,60,,40,35,30,25.0,21.0
9699,Sociology,november-2024,12,60,,40,35,30,25.0,21.0
9699,Sociology,november-2024,13,60,,40,35,30,25.0,21.0
9699,Sociology,november-2024,21,60,,38,34,29,25.0,20.0
9699,Sociology,november-2024,22,60,,38,34,29,24.0,19.0
9699,Sociology,november-2024,23,60,,38,34,29,25.0,20.0
9699,Sociology,november-2024,31,50,,39,36,32,29.0,26.0
9699,Sociology,november-2024,32,50,,39,36,32,29.0,26.0
9699,Sociology,november-2024,33,50,,39,36,32,29.0,26.0
9699,Sociology,november-2024,41,70,,49,45,43,39.0,32.0
9699,Sociology,november-2024,42,70,,49,45,42,39.0,32.0
9699,Sociology,november-2024,43,70,,49,45,43,39.0,32.0
9844,Spanish Language and Literature A Level,november-2024,11,40,,27,23,20,17.0,12.0
9844,Spanish Language and Literature A Level,november-2024,12,40,,27,23,20,17.0,12.0
9844,Spanish Language and Literature A Level,november-2024,13,40,,27,23,20,17.0,12.0
9844,Spanish Language and Literature A Level,november-2024,21,40,,32,28,24,20.0,17.0
9844,Spanish Language and Literature A Level,november-2024,22,40,,32,28,24,20.0,17.0
9844,Spanish Language and Literature A Level,november-2024,23,40,,32,28,24,20.0,17.0
9844,Spanish Language and Literature A Level,november-2024,31,40,,22,19,16,13.0,11.0
9844,Spanish Language and Literature A Level,november-2024,32,40,,22,19,16,13.0,11.0
9844,Spanish Language and Literature A Level,november-2024,33,40,,22,19,16,13.0,11.0
8022,Spanish Language AS Level,november-2024,04,65,,56,52,46,40.0,35.0
8022,Spanish Language AS Level,november-2024,11,40,,31,28,25,21.0,18.0
8022,Spanish Language AS Level,november-2024,12,40,,31,28,25,21.0,18.0
8022,Spanish Language AS Level,november-2024,13,40,,31,28,25,21.0,18.0
8022,Spanish Language AS Level,november-2024,21,40,,27,24,21,18.0,14.0
8022,Spanish Language AS Level,november-2024,22,40,,27,24,21,18.0,14.0
8022,Spanish Language AS Level,november-2024,23,40,,27,24,21,18.0,14.0
8022,Spanish Language AS Level,november-2024,31,40,,32,29,25,22.0,19.0
8022,Spanish Language AS Level,november-2024,32,40,,32,29,25,22.0,19.0
8022,Spanish Language AS Level,november-2024,33,40,,32,29,25,22.0,19.0
8386,Sport & Physical Education AS Level,november-2024,02,70,,52,45,38,32.0,26.0
8386,Sport & Physical Education AS Level,november-2024,11,70,,49,44,39,33.0,28.0
8386,Sport & Physical Education AS Level,november-2024,12,70,,49,44,39,33.0,28.0
8386,Sport & Physical Education AS Level,november-2024,13,70,,49,44,39,33.0,28.0
9689,Tamil A Level,november-2024,22,70,,44,40,35,28.0,22.0
9689,Tamil A Level,november-2024,32,40,,29,25,21,18.0,15.0
9689,Tamil A Level,november-2024,42,75,,39,36,31,27.0,23.0
9689,Tamil A Level,november-2024,52,40,,28,23,20,17.0,15.0
8689,Tamil Language AS Level,november-2024,22,70,,40,34,28,22.0,16.0
8689,Tamil Language AS Level,november-2024,32,40,,25,21,18,15.0,12.0
9694,Thinking Skills,november-2024,11,50,,31,26,22,17.0,12.0
9694,Thinking Skills,november-2024,12,50,,31,26,21,16.0,12.0
9694,Thinking Skills,november-2024,13,50,,31,26,21,16.0,12.0
9694,Thinking Skills,november-2024,21,50,,28,25,21,18.0,15.0
9694,Thinking Skills,november-2024,22,50,,30,27,23,19.0,15.0
9694,Thinking Skills,november-2024,23,50,,30,27,23,19.0,15.0
9694,Thinking Skills,november-2024,31,50,,30,25,21,17.0,12.0
9694,Thinking Skills,november-2024,32,50,,30,25,21,17.0,12.0
9694,Thinking Skills,november-2024,33,50,,30,25,21,17.0,12.0
9694,Thinking Skills,november-2024,41,50,,29,25,22,18.0,15.0
9694,Thinking Skills,november-2024,42,50,,29,25,22,18.0,15.0
9694,Thinking Skills,november-2024,43,50,,29,25,22,18.0,15.0
9395,Travel and Tourism,november-2024,02,50,,42,37,32,27.0,23.0
9395,Travel and Tourism,november-2024,11,75,,61,57,55,52.0,49.0
9395,Travel and Tourism,november-2024,12,75,,61,57,55,52.0,49.0
9395,Travel and Tourism,november-2024,13,75,,61,57,55,52.0,49.0
9395,Travel and Tourism,november-2024,32,50,,33,27,24,19.0,14.0
9395,Travel and Tourism,november-2024,33,50,,33,27,24,19.0,14.0
9395,Travel and Tourism,november-2024,42,50,,36,31,27,24.0,21.0
9395,Travel and Tourism,november-2024,43,50,,36,31,27,24.0,21.0
9686,Urdu A Level,november-2024,02,70,,63,58,52,47.0,39.0
9686,Urdu A Level,november-2024,03,40,,32,28,24,20.0,17.0
9686,Urdu A Level,november-2024,04,75,,56,50,45,40.0,36.0
8686,Urdu Language AS Level,november-2024,02,70,,58,51,45,39.0,33.0
8686,Urdu Language AS Level,november-2024,03,40,,28,24,20,17.0,14.0
9706,Accounting,june-2024,11,30,,21,17,14,12.0,10.0
9706,Accounting,june-2024,12,30,,21,17,14,12.0,10.0
9706,Accounting,june-2024,13,30,,21,17,14,12.0,10.0
9706,Accounting,june-2024,21,90,,62,51,41,30.0,19.0
9706,Accounting,june-2024,22,90,,62,51,41,30.0,19.0
9706,Accounting,june-2024,23,90,,62,51,41,30.0,19.0
9706,Accounting,june-2024,31,75,,42,33,29,25.0,21.0
9706,Accounting,june-2024,32,75,,42,33,29,25.0,21.0
9706,Accounting,june-2024,33,75,,42,33,29,25.0,21.0
9706,Accounting,june-2024,41,50,,31,28,24,19.0,15.0
9706,Accounting,june-2024,42,50,,31,28,24,19.0,15.0
9706,Accounting,june-2024,43,50,,31,28,24,19.0,15.0
9680,Arabic A Level,june-2024,22,70,,41,35,29,23.0,17.0
9680,Arabic A Level,june-2024,32,40,,33,29,25,21.0,17.0
9680,Arabic A Level,june-2024,42,75,,53,48,44,40.0,36.0
9680,Arabic A Level,june-2024,52,40,,34,30,26,22.0,19.0
8680,Arabic Language AS Level,june-2024,22,70,,35,29,23,17.0,11.0
8680,Arabic Language AS Level,june-2024,32,40,,29,25,21,17.0,13.0
9479,Art and Design,june-2024,01,100,,75,65,55,45.0,35.0
9479,Art and Design,june-2024,02,100,,72,62,52,42.0,32.0
9479,Art and Design,june-2024,03,100,,75,65,55,45.0,35.0
9484,Biblical Studies,june-2024,12,50,,35,32,28,25.0,22.0
9484,Biblical Studies,june-2024,22,50,,32,29,26,23.0,20.0
9484,Biblical Studies,june-2024,32,50,,33,29,25,21.0,18.0
9484,Biblical Studies,june-2024,42,50,,38,33,29,24.0,19.0
9700,Biology,june-2024,11,40,,33,30,26,22.0,19.0
9700,Biology,june-2024,12,40,,30,25,22,19.0,17.0
9700,Biology,june-2024,13,40,,32,29,25,22.0,19.0
9700,Biology,june-2024,21,60,,38,35,29,24.0,18.0
9700,Biology,june-2024,22,60,,32,27,21,16.0,10.0
9700,Biology,june-2024,23,60,,39,35,30,25.0,19.0
9700,Biology,june-2024,31,40,,33,31,29,26.0,24.0
9700,Biology,june-2024,32,40,,34,32,29,26.0,24.0
9700,Biology,june-2024,33,40,,28,24,22,20.0,18.0
9700,Biology,june-2024,34,40,,33,29,28,25.0,23.0
9700,Biology,june-2024,35,40,,31,29,26,24.0,22.0
9700,Biology,june-2024,41,100,,68,58,50,42.0,33.0
9700,Biology,june-2024,42,100,,63,54,46,37.0,28.0
9700,Biology,june-2024,43,100,,64,54,46,37.0,28.0
9700,Biology,june-2024,51,30,,22,19,17,15.0,13.0
9700,Biology,june-2024,52,30,,16,13,11,9.0,7.0
9700,Biology,june-2024,53,30,,22,19,16,14.0,12.0
9609,Business,june-2024,11,40,,35,33,30,28.0,26.0
9609,Business,june-2024,12,40,,36,34,31,28.0,25.0
9609,Business,june-2024,13,40,,35,33,30,28.0,26.0
9609,Business,june-2024,21,60,,43,39,36,32.0,28.0
9609,Business,june-2024,22,60,,42,36,31,26.0,21.0
9609,Business,june-2024,23,60,,40,36,31,26.0,21.0
9609,Business,june-2024,31,60,,43,39,34,29.0,24.0
9609,Business,june-2024,32,60,,37,35,32,29.0,25.0
9609,Business,june-2024,33,60,,44,40,36,31.0,25.0
9609,Business,june-2024,41,40,,31,29,26,23.0,20.0
9609,Business,june-2024,42,40,,22,20,18,16.0,14.0
9609,Business,june-2024,43,40,,30,28,24,20.0,17.0
9609,Business,june-2024,50,75,,54,45,36,27.0,18.0
9609,Business,june-2024,60,75,,54,45,36,27.0,18.0
9980,Cambridge International Project,june-2024,01,80,,57,50,43,36.0,30.0
9701,Chemistry,june-2024,11,40,,29,27,22,17.0,13.0
9701,Chemistry,june-2024,12,40,,27,24,20,15.0,11.0
9701,Chemistry,june-2024,13,40,,29,27,22,17.0,13.0
9701,Chemistry,june-2024,21,60,,36,28,22,17.0,11.0
9701,Chemistry,june-2024,22,60,,38,27,22,17.0,11.0
9701,Chemistry,june-2024,23,60,,38,27,21,16.0,11.0
9701,Chemistry,june-2024,31,40,,24,22,18,14.0,11.0
9701,Chemistry,june-2024,32,40,,25,23,19,15.0,11.0
9701,Chemistry,june-2024,33,40,,25,20,17,14.0,11.0
9701,Chemistry,june-2024,34,40,,23,18,15,12.0,9.0
9701,Chemistry,june-2024,35,40,,25,20,17,14.0,11.0
9701,Chemistry,june-2024,41,100,,63,52,43,32.0,21.0
9701,Chemistry,june-2024,42,100,,63,51,41,31.0,20.0
9701,Chemistry,june-2024,43,100,,63,52,43,32.0,21.0
9701,Chemistry,june-2024,51,30,,20,17,14,11.0,8.0
9701,Chemistry,june-2024,52,30,,20,17,14,11.0,9.0
9701,Chemistry,june-2024,53,30,,20,17,14,11.0,8.0
9868,Chinese Language and Literature A Level,june-2024,12,40,,33,30,27,23.0,18.0
9868,Chinese Language and Literature A Level,june-2024,22,40,,30,26,22,18.0,15.0
9868,Chinese Language and Literature A Level,june-2024,32,40,,28,24,20,17.0,14.0
8238,Chinese Language AS Level,june-2024,04,65,,52,48,42,37.0,32.0
8238,Chinese Language AS Level,june-2024,12,40,,31,27,23,18.0,14.0
8238,Chinese Language AS Level,june-2024,22,40,,31,27,23,18.0,13.0
8238,Chinese Language AS Level,june-2024,32,40,,32,28,24,21.0,18.0
9618,Computer Science,june-2024,11,75,,47,40,35,27.0,20.0
9618,Computer Science,june-2024,12,75,,47,40,34,27.0,20.0
9618,Computer Science,june-2024,13,75,,47,40,35,27.0,20.0
9618,Computer Science,june-2024,21,75,,47,40,33,27.0,21.0
9618,Computer Science,june-2024,22,75,,47,40,33,27.0,21.0
9618,Computer Science,june-2024,23,75,,47,40,33,27.0,21.0
9618,Computer Science,june-2024,31,75,,47,41,33,25.0,16.0
9618,Computer Science,june-2024,32,75,,47,41,33,25.0,16.0
9618,Computer Science,june-2024,33,75,,47,41,33,25.0,16.0
9618,Computer Science,june-2024,41,75,,50,39,30,22.0,14.0
9618,Computer Science,june-2024,42,75,,50,39,30,22.0,14.0
9618,Computer Science,june-2024,43,75,,50,39,30,22.0,14.0
9705,Design and Technology,june-2024,02,40,,32,28,24,20.0,16.0
9705,Design and Technology,june-2024,04,40,,34,28,24,20.0,16.0
9705,Design and Technology,june-2024,11,120,,100,94,86,79.0,72.0
9705,Design and Technology,june-2024,12,120,,100,94,86,79.0,72.0
9705,Design and Technology,june-2024,31,120,,98,93,85,79.0,71.0
9705,Design and Technology,june-2024,32,120,,98,93,85,79.0,71.0
9481,Digital Media & Design,june-2024,01,100,,70,60,49,38.0,28.0
9481,Digital Media & Design,june-2024,02,100,,70,60,49,39.0,28.0
9481,Digital Media & Design,june-2024,03,100,,70,60,50,39.0,28.0
9482,Drama,june-2024,02,60,,50,44,37,31.0,25.0
9482,Drama,june-2024,03,60,,51,45,39,33.0,26.0
9482,Drama,june-2024,04,60,,48,39,33,26.0,20.0
9482,Drama,june-2024,11,60,,39,34,29,24.0,19.0
9482,Drama,june-2024,12,60,,39,34,29,24.0,19.0
9482,Drama,june-2024,13,60,,39,34,29,24.0,19.0
9708,Economics,june-2024,11,30,,24,20,16,13.0,10.0
9708,Economics,june-2024,12,30,,23,20,17,14.0,11.0
9708,Economics,june-2024,13,30,,24,20,17,14.0,11.0
9708,Economics,june-2024,21,60,,26,22,18,13.0,9.0
9708,Economics,june-2024,22,60,,23,20,17,14.0,12.0
9708,Economics,june-2024,23,60,,24,20,16,12.0,9.0
9708,Economics,june-2024,31,30,,24,21,19,16.0,14.0
9708,Economics,june-2024,32,30,,23,21,19,17.0,15.0
9708,Economics,june-2024,33,30,,24,21,19,16.0,14.0
9708,Economics,june-2024,41,60,,38,32,29,26.0,22.0
9708,Economics,june-2024,42,60,,35,31,28,25.0,21.0
9708,Economics,june-2024,43,60,,38,32,29,26.0,22.0
9708,Economics,june-2024,50,75,,47,40,34,28.0,22.0
9708,Economics,june-2024,60,75,,55,47,38,29.0,20.0
8021,English General Paper AS Level,june-2024,11,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,june-2024,12,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,june-2024,13,30,,22,19,17,15.0,13.0
8021,English General Paper AS Level,june-2024,21,50,,27,25,22,19.0,16.0
8021,English General Paper AS Level,june-2024,22,50,,30,28,26,23.0,20.0
8021,English General Paper AS Level,june-2024,23,50,,25,23,21,18.0,16.0
9093,English Language A Level,june-2024,11,50,,35,30,26,22.0,19.0
9093,English Language A Level,june-2024,12,50,,35,30,26,22.0,19.0
9093,English Language A Level,june-2024,13,50,,35,30,26,22.0,19.0
9093,English Language A Level,june-2024,21,50,,33,28,25,22.0,18.0
9093,English Language A Level,june-2024,22,50,,33,28,25,22.0,18.0
9093,English Language A Level,june-2024,23,50,,33,28,25,22.0,18.0
9093,English Language A Level,june-2024,31,50,,35,30,25,20.0,15.0
9093,English Language A Level,june-2024,32,50,,35,30,25,20.0,15.0
9093,English Language A Level,june-2024,33,50,,35,30,25,20.0,15.0
9093,English Language A Level,june-2024,41,50,,36,30,26,21.0,16.0
9093,English Language A Level,june-2024,42,50,,36,30,26,21.0,16.0
9093,English Language A Level,june-2024,43,50,,36,30,26,21.0,16.0
9093,English Language A Level,june-2024,50,75,,54,45,36,27.0,18.0
9093,English Language A Level,june-2024,60,75,,54,45,36,27.0,18.0
8291,Environmental Management AS Level,june-2024,11,80,,53,45,40,36.0,31.0
8291,Environmental Management AS Level,june-2024,12,80,,54,46,41,36.0,31.0
8291,Environmental Management AS Level,june-2024,13,80,,54,46,41,36.0,31.0
8291,Environmental Management AS Level,june-2024,21,80,,53,47,41,35.0,30.0
8291,Environmental Management AS Level,june-2024,22,80,,54,48,42,36.0,31.0
8291,Environmental Management AS Level,june-2024,23,80,,54,48,42,36.0,31.0
9716,French A Level,june-2024,01,100,,78,68,60,53.0,46.0
9716,French A Level,june-2024,21,70,,39,32,28,24.0,20.0
9716,French A Level,june-2024,22,70,,39,32,28,24.0,20.0
9716,French A Level,june-2024,23,70,,39,32,28,24.0,20.0
9716,French A Level,june-2024,31,40,,29,25,21,18.0,15.0
9716,French A Level,june-2024,32,40,,29,25,21,18.0,15.0
9716,French A Level,june-2024,33,40,,29,25,21,18.0,15.0
9716,French A Level,june-2024,41,75,,56,50,45,39.0,33.0
9716,French A Level,june-2024,42,75,,56,50,45,39.0,33.0
9716,French A Level,june-2024,43,75,,56,50,45,39.0,33.0
8682,French Language AS Level,june-2024,01,100,,68,60,53,46.0,39.0
8682,French Language AS Level,june-2024,21,70,,32,28,24,20.0,16.0
8682,French Language AS Level,june-2024,22,70,,32,28,24,20.0,16.0
8682,French Language AS Level,june-2024,23,70,,32,28,24,20.0,16.0
8682,French Language AS Level,june-2024,31,40,,25,21,18,15.0,12.0
8682,French Language AS Level,june-2024,32,40,,25,21,18,15.0,12.0
8682,French Language AS Level,june-2024,33,40,,25,21,18,15.0,12.0
9231,Further Mathematics A Level,june-2024,11,75,,53,40,34,27.0,20.0
9231,Further Mathematics A Level,june-2024,12,75,,53,40,34,27.0,20.0
9231,Further Mathematics A Level,june-2024,13,75,,53,40,33,27.0,20.0
9231,Further Mathematics A Level,june-2024,21,75,,65,50,44,38.0,31.0
9231,Further Mathematics A Level,june-2024,22,75,,65,50,44,38.0,31.0
9231,Further Mathematics A Level,june-2024,23,75,,65,50,44,38.0,31.0
9231,Further Mathematics A Level,june-2024,31,50,,23,17,13,10.0,7.0
9231,Further Mathematics A Level,june-2024,32,50,,23,17,13,10.0,7.0
9231,Further Mathematics A Level,june-2024,33,50,,32,24,20,16.0,12.0
9231,Further Mathematics A Level,june-2024,41,50,,41,33,26,19.0,13.0
9231,Further Mathematics A Level,june-2024,42,50,,41,33,26,19.0,13.0
9231,Further Mathematics A Level,june-2024,43,50,,41,33,26,19.0,13.0
9696,Geography,june-2024,11,60,,35,31,27,23.0,19.0
9696,Geography,june-2024,12,60,,36,32,28,24.0,20.0
9696,Geography,june-2024,13,60,,36,32,28,24.0,20.0
9696,Geography,june-2024,21,60,,32,28,24,20.0,16.0
9696,Geography,june-2024,22,60,,34,30,25,21.0,17.0
9696,Geography,june-2024,23,60,,34,30,25,21.0,17.0
9696,Geography,june-2024,31,60,,31,27,24,20.0,17.0
9696,Geography,june-2024,32,60,,33,28,25,21.0,18.0
9696,Geography,june-2024,33,60,,33,28,25,21.0,18.0
9696,Geography,june-2024,41,60,,32,27,24,21.0,17.0
9696,Geography,june-2024,42,60,,32,27,24,21.0,17.0
9696,Geography,june-2024,43,60,,32,27,24,21.0,17.0
9717,German A Level,june-2024,01,100,,78,68,60,53.0,46.0
9717,German A Level,june-2024,02,70,,55,49,43,37.0,30.0
9717,German A Level,june-2024,03,40,,32,28,24,20.0,17.0
9717,German A Level,june-2024,04,75,,52,47,43,39.0,35.0
8683,German Language AS Level,june-2024,01,100,,68,60,53,46.0,39.0
8683,German Language AS Level,june-2024,02,70,,49,42,36,30.0,24.0
8683,German Language AS Level,june-2024,03,40,,28,24,20,17.0,14.0
9239,Global Perspectives & Research,june-2024,02,40,,29,26,23,21.0,19.0
9239,Global Perspectives & Research,june-2024,03,40,,27,25,23,21.0,19.0
9239,Global Perspectives & Research,june-2024,04,85,,56,49,42,35.0,28.0
9239,Global Perspectives & Research,june-2024,11,45,,32,30,28,25.0,23.0
9239,Global Perspectives & Research,june-2024,12,45,,34,32,30,28.0,26.0
9239,Global Perspectives & Research,june-2024,13,45,,34,32,30,28.0,26.0
9487,Hinduism,june-2024,01,60,,43,36,29,22.0,15.0
9487,Hinduism,june-2024,02,60,,41,34,27,21.0,15.0
9487,Hinduism,june-2024,03,60,,42,35,28,21.0,14.0
9487,Hinduism,june-2024,04,60,,43,36,29,22.0,15.0
9489,History,june-2024,11,40,,23,19,16,14.0,12.0
9489,History,june-2024,12,40,,23,20,17,15.0,13.0
9489,History,june-2024,13,40,,23,20,17,15.0,13.0
9489,History,june-2024,21,60,,38,33,30,25.0,21.0
9489,History,june-2024,22,60,,39,32,29,24.0,20.0
9489,History,june-2024,23,60,,39,32,29,24.0,20.0
9489,History,june-2024,31,40,,30,27,23,20.0,17.0
9489,History,june-2024,32,40,,30,27,23,20.0,17.0
9489,History,june-2024,33,40,,30,27,23,20.0,17.0
9489,History,june-2024,41,60,,43,38,34,28.0,23.0
9489,History,june-2024,42,60,,43,38,34,28.0,23.0
9489,History,june-2024,43,60,,43,38,34,28.0,23.0
9489,History,june-2024,50,75,,54,45,36,27.0,18.0
9489,History,june-2024,60,75,,54,45,36,27.0,18.0
9626,Information Technology,june-2024,02,90,,58,54,49,43.0,36.0
9626,Information Technology,june-2024,04,90,,59,50,42,33.0,23.0
9626,Information Technology,june-2024,11,70,,34,28,25,23.0,21.0
9626,Information Technology,june-2024,12,70,,33,27,24,22.0,20.0
9626,Information Technology,june-2024,13,70,,40,33,30,27.0,25.0
9626,Information Technology,june-2024,31,70,,41,32,26,20.0,15.0
9626,Information Technology,june-2024,32,70,,41,32,26,20.0,15.0
9626,Information Technology,june-2024,33,70,,41,32,26,20.0,15.0
9488,Islamic Studies,june-2024,12,50,,39,34,29,25.0,21.0
9488,Islamic Studies,june-2024,22,50,,38,33,29,25.0,21.0
9488,Islamic Studies,june-2024,32,50,,37,32,27,23.0,17.0
9488,Islamic Studies,june-2024,42,50,,37,32,28,23.0,19.0
8695,Language and Literature in English AS Level,june-2024,11,50,,33,28,25,22.0,18.0
8695,Language and Literature in English AS Level,june-2024,12,50,,33,28,25,22.0,18.0
8695,Language and Literature in English AS Level,june-2024,13,50,,33,28,25,22.0,18.0
8695,Language and Literature in English AS Level,june-2024,21,50,,36,32,28,24.0,20.0
8695,Language and Literature in English AS Level,june-2024,22,50,,36,32,28,24.0,20.0
8695,Language and Literature in English AS Level,june-2024,23,50,,36,32,28,24.0,20.0
9084,Law,june-2024,11,75,,48,42,33,25.0,16.0
9084,Law,june-2024,12,75,,48,42,33,24.0,16.0
9084,Law,june-2024,13,75,,48,42,33,25.0,16.0
9084,Law,june-2024,21,60,,40,33,30,27.0,25.0
9084,Law,june-2024,22,60,,42,34,31,28.0,25.0
9084,Law,june-2024,23,60,,40,33,30,27.0,25.0
9084,Law,june-2024,31,75,,45,41,35,29.0,24.0
9084,Law,june-2024,32,75,,45,41,35,29.0,24.0
9084,Law,june-2024,33,75,,45,41,35,29.0,24.0
9084,Law,june-2024,41,75,,43,39,34,30.0,24.0
9084,Law,june-2024,42,75,,43,39,34,30.0,24.0
9084,Law,june-2024,43,75,,43,39,34,30.0,24.0
9695,Literature in English,june-2024,11,50,,36,32,28,24.0,20.0
9695,Literature in English,june-2024,12,50,,36,32,28,24.0,20.0
9695,Literature in English,june-2024,13,50,,36,32,28,24.0,20.0
9695,Literature in English,june-2024,21,50,,35,31,26,22.0,18.0
9695,Literature in English,june-2024,22,50,,35,31,26,22.0,18.0
9695,Literature in English,june-2024,23,50,,35,31,26,22.0,18.0
9695,Literature in English,june-2024,31,50,,37,31,27,23.0,19.0
9695,Literature in English,june-2024,32,50,,37,31,27,23.0,19.0
9695,Literature in English,june-2024,33,50,,37,31,27,23.0,19.0
